time,high,low,open,volumefrom,volumeto,close
2015-03-29,0.003099,0.002796,0.00306,0.0,0.0,0.002823
2015-03-30,0.003082,0.002636,0.003021,0.0,0.0,0.002636
2015-03-31,0.002817,0.002481,0.002636,0.0,0.0,0.002481
2015-04-01,0.002792,0.002364,0.002481,0.0,0.0,0.002389
2015-04-02,0.002895,0.00245,0.002389,0.0,0.0,0.002556
2015-04-03,0.002835,0.002433,0.002556,0.0,0.0,0.002435
2015-04-04,0.003667,0.002276,0.002435,0.0,0.0,0.002961
2015-04-05,0.003079,0.002573,0.002961,0.0,0.0,0.002856
2015-04-06,0.00294,0.002631,0.002856,0.0,0.0,0.002634
2015-04-07,0.002638,0.001265,0.002634,0.0,0.0,0.002267
2015-04-08,0.002323,0.001223,0.002267,0.0,0.0,0.001688
2015-04-09,0.001837,0.001292,0.001688,0.0,0.0,0.001703
2015-04-10,0.001784,0.001174,0.001703,0.0,0.0,0.001645
2015-04-11,0.003256,0.001655,0.001645,0.0,0.0,0.002599
2015-04-12,0.002361,0.0009198,0.002367,1.02,0.0009382,0.0009198
2015-04-13,0.002705,0.002234,0.002535,0.0,0.0,0.002236
2015-04-14,0.00218,0.00218,0.002236,0.0,0.0,0.00218
2015-04-15,0.00223,0.00223,0.00218,0.0,0.0,0.00223
2015-04-16,0.00228,0.00228,0.00223,0.0,0.0,0.00228
2015-04-17,0.002226,0.002226,0.00228,0.0,0.0,0.002226
2015-04-18,0.002234,0.002234,0.002226,0.0,0.0,0.002234
2015-04-19,0.00223,0.00223,0.002234,0.0,0.0,0.00223
2015-04-20,0.002242,0.002242,0.00223,0.0,0.0,0.002242
2015-04-21,0.002337,0.002337,0.002242,0.0,0.0,0.002337
2015-04-22,0.002338,0.002338,0.002337,0.0,0.0,0.002338
2015-04-23,0.002839,0.002735,0.002819,0.0,0.0,0.002735
2015-04-24,0.002805,0.002685,0.002735,0.0,0.0,0.00269
2015-04-25,0.002648,0.002628,0.00269,0.0,0.0,0.002632
2015-04-26,0.004046,0.002432,0.002632,0.0,0.0,0.002845
2015-04-27,0.00814,0.002862,0.002845,0.0,0.0,0.004616
2015-04-28,0.004505,0.001779,0.0008929,4566.38,20.57,0.004505
2015-04-29,0.005365,0.00353,0.004415,0.0,0.0,0.004538
2015-04-30,0.00502,0.003303,0.004538,0.0,0.0,0.003315
2015-05-01,0.00347,0.002283,0.003315,0.0,0.0,0.002761
2015-05-02,0.003504,0.002589,0.002761,0.0,0.0,0.002881
2015-05-03,0.00509,0.00293,0.002881,0.0,0.0,0.004118
2015-05-04,0.004533,0.003828,0.004118,0.0,0.0,0.003852
2015-05-05,0.003832,0.002825,0.003852,0.0,0.0,0.003181
2015-05-06,0.003678,0.002829,0.003115,0.0,0.0,0.003225
2015-05-07,0.00363,0.003155,0.003225,0.0,0.0,0.003274
2015-05-08,0.003712,0.00274,0.003274,0.0,0.0,0.00329
2015-05-09,0.00338,0.002547,0.00329,0.0,0.0,0.002554
2015-05-10,0.003407,0.002539,0.002554,0.0,0.0,0.002647
2015-05-11,0.003385,0.002667,0.002647,0.0,0.0,0.002904
2015-05-12,0.003307,0.002392,0.003141,0.0,0.0,0.002445
2015-05-13,0.003777,0.002392,0.002445,0.0,0.0,0.003773
2015-05-14,0.003781,0.003317,0.003773,0.0,0.0,0.00353
2015-05-15,0.003537,0.003321,0.00353,0.0,0.0,0.003321
2015-05-16,0.004725,0.003307,0.003321,0.0,0.0,0.004018
2015-05-17,0.004242,0.003308,0.004018,0.0,0.0,0.003386
2015-05-18,0.003787,0.003334,0.003386,0.0,0.0,0.00349
2015-05-19,0.003531,0.003132,0.00349,0.0,0.0,0.003274
2015-05-20,0.004305,0.003301,0.003274,0.0,0.0,0.003519
2015-05-21,0.004296,0.00354,0.003519,0.0,0.0,0.003872
2015-05-22,0.004562,0.003125,0.003872,0.0,0.0,0.004351
2015-05-23,0.00475,0.003823,0.004351,0.0,0.0,0.004184
